1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	3
11	3
12	3
13	3
14	3
15	3
16	3
17	3
18	3
19	3
20	3
21	3
22	3
23	3
24	3
25	3
26	3
27	3
28	3
29	3
30	3
31	3
32	3
33	3
34	3
35	3
36	3
37	3
38	3
39	3
40	3
41	3
42	3
43	3
44	3
45	3
46	3
47	3
48	3
49	3
50	3
51	3
52	3
53	3
54	3
55	3
56	3
57	3
58	3
59	3
60	3
61	3
62	3
63	3
64	3
65	3
66	3
67	3
68	3
69	3
70	3
71	3
72	3
73	3
74	3
75	3
76	3
77	3
78	3
79	3
80	3
81	3
82	3
83	3
84	3
85	3
86	3
87	3
88	3
89	3
90	3
91	3
92	3
93	3
94	3
95	3
96	3
97	3
98	3
99	3
100	3
101	3
102	3
103	3
104	3
105	3
106	3
107	3
108	3
109	3
110	3
111	3
112	3
113	3
114	3
115	3
116	3
117	3
118	3
119	2.5
120	2.5
121	2.5
122	2.5
123	2.5
124	2.5
125	2.5
126	2.5
127	2.5
128	2.5
129	2.5
130	2.5
131	2.5
132	2.5
133	2.5
134	2.5
135	2.5
136	2.5
137	2.5
138	2.5
139	2.5
140	2.5
141	2.5
142	2.5
143	2.5
144	2.5
145	2.5
146	2.5
147	2.5
148	2.5
149	3
150	3
151	3
152	3
153	3
154	3
155	3
156	3
157	3
158	3
159	3
160	3
161	3
162	3
163	3
164	3
165	3
166	3
167	3
168	3
169	3
170	3
171	3
172	3
173	3
174	3
175	3
176	3
177	3
178	3
179	3
180	3
181	3
182	3
183	3
184	3
185	3
186	3
187	3
188	3
189	3
190	3
191	3
192	3
193	3
194	3
195	3
196	3
197	3
198	3
199	3
200	3
201	3
202	3
203	3
204	3
205	3
206	3
207	3
208	3
209	3
210	3
211	3
212	3
213	3
214	3
215	3
216	3
217	3
218	3
219	3
220	3
221	3
222	3
223	3
224	3
225	3
226	3
227	3
228	3
229	3
230	3
231	3
232	3
233	3
234	3
235	3
236	3
237	3
238	3
239	3
240	3
241	3
242	3
243	3
244	3
245	3
246	3
247	3
248	3
249	3
250	3
251	3
252	3
253	3
254	3
255	3
256	3
257	3
258	3
259	3
260	3
261	3
262	3
263	3
264	3
265	3
266	3
267	3
268	5
269	5
270	5
271	5
272	5
273	5
274	5
275	5
276	5
277	5
278	5
279	5
280	5
281	5
282	5
283	5
284	5
285	5
286	5
287	5
288	5
289	5
290	5
291	5
292	5
293	5
294	5
295	5
296	5
297	5
298	3
299	3
300	3
301	3
302	3
303	3
304	3
305	3
306	3
307	3
308	3
309	3
310	3
311	3
312	3
313	3
314	3
315	3
316	3
317	3
318	3
319	3
320	3
321	3
322	3
323	3
324	3
325	3
326	3.5
327	3.5
328	3.5
329	3.5
330	3.5
331	3.5
332	3.5
333	3.5
334	3.5
335	3.5
336	3.5
337	3.5
338	3.5
339	3.5
340	3.5
341	3.5
342	3.5
343	3.5
344	3.5
345	3.5
346	3.5
347	3.5
348	3.5
349	3.5
350	3.5
351	3.5
352	3.5
353	3.5
354	3.5
355	3.5
356	3
357	3
358	3
359	3
360	3
361	3
362	3
363	3
364	3
365	3
366	3
367	3
368	3
369	3
370	3
371	3
372	3
373	3
374	3
375	3
376	3
377	3
378	3
379	3
380	3
381	3
382	3
383	3
384	4.5
385	4.5
386	4.5
387	4.5
388	4.5
389	4.5
390	4.5
391	4.5
392	4.5
393	4.5
394	4.5
395	4.5
396	4.5
397	4.5
398	4.5
399	4.5
400	4.5
401	4.5
402	4.5
403	4.5
404	4.5
405	4.5
406	4.5
407	4.5
408	4.5
409	4.5
410	4.5
411	4.5
412	4.5
413	4.5
414	3
415	3
416	3
417	3
418	3
419	3
420	3
421	3
422	3
423	3
424	3
425	3
426	3
427	3
428	3
429	3
430	3
431	3
432	3
433	3
434	3
435	3
436	3
437	3
438	3
439	3
440	3
441	3
442	3.3
443	3.3
444	3.3
445	3.3
446	3.3
447	3.3
448	3.3
449	3.3
450	3.3
451	3.3
452	3.3
453	3.3
454	3.3
455	3.3
456	3.3
457	3.3
458	3.3
459	3.3
460	3.3
461	3.3
462	3.3
463	3.3
464	3.3
465	3.3
466	3.3
467	3.3
468	3.3
469	3.3
470	3.3
471	3.3
472	3
473	3
474	3
475	3
476	3
477	3
478	3
479	3
480	3
481	3
482	3
483	3
484	3
485	3
486	3
487	3
488	3
489	3
490	3
491	3
492	3
493	3
494	3
495	3
496	3
497	3
498	3
499	3
500	3
501	3.0
502	3.0
503	3.0
504	3.0
505	3.0
506	3.0
507	3.0
508	3.0
509	3.0
510	3.0
511	3.0
512	3.0
513	3.0
514	3.0
515	3.0
516	3.0
517	3.0
518	3.0
519	3.0
520	3.0
521	3.0
522	3.0
523	3.0
524	3.0
525	3.0
526	3.0
527	3.0
528	3.0
529	3.0
530	3.0
531	3.0
532	3.0
533	3.0
534	3.0
535	3.0
536	3.0
537	3.0
